id,sub_total,shipping_cost,shipping_total,grand_total,split_test_variant_id,"created_at","updated_at"
1340,8900,1586,1586,10486,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1341,4000,1366,1366,5366,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1342,4000,1384,1384,5384,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1343,4000,1221,1221,5221,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1344,8000,1465,0,8000,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1345,7000,1384,1384,8384,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1346,8000,1403,0,8000,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1347,9000,1558,1558,10558,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1348,9900,1688,1688,11588,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1349,8900,1451,1451,10351,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1350,8000,1416,0,8000,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1351,7000,1488,1488,8488,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1352,8500,1593,0,8500,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1353,8500,1583,1583,10083,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1354,8000,1410,0,8000,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1355,5000,1390,1390,6390,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1356,8000,1528,0,8000,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1357,8900,1546,0,8900,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1358,9500,1501,1501,11001,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1359,7000,1507,1507,8507,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1360,8000,1479,1479,9479,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1361,9000,1482,1482,10482,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1362,5000,1321,1321,6321,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1363,8000,1553,0,8000,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1364,8000,1496,0,8000,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1365,8500,1469,1469,9969,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1366,6000,1312,1312,7312,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1367,5000,1437,1437,6437,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1368,4000,1292,1292,5292,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1369,4000,1289,1289,5289,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1370,5000,1406,1406,6406,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1371,8500,1623,0,8500,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1372,8900,1548,0,8900,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1373,6000,1396,1396,7396,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1374,9900,1506,1506,11406,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1375,8500,1567,0,8500,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1376,5000,1433,1433,6433,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1377,8000,1552,0,8000,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1378,6000,1412,1412,7412,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1379,8900,1472,1472,10372,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1380,8000,1509,0,8000,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1381,4000,1200,1200,5200,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1382,8500,1617,0,8500,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1383,9500,1556,0,9500,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1384,7000,1371,1371,8371,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1385,8500,1554,1554,10054,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1386,7000,1445,1445,8445,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1387,8000,1568,0,8000,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1388,8900,1523,1523,10423,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1389,4000,1271,1271,5271,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1390,9000,1630,1630,10630,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1391,9500,1608,1608,11108,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1392,8000,1456,1456,9456,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1393,8000,1491,0,8000,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1394,8000,1587,0,8000,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1395,4000,1257,1257,5257,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1396,9500,1607,1607,11107,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1397,5000,1344,1344,6344,1,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1398,8500,1557,0,8500,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1399,4000,1230,1230,5230,2,"2016-08-30 21:25:52","2016-08-30 21:25:52"
1400,8900,1629,1629,10529,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1401,8900,1492,0,8900,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1402,8900,1608,1608,10508,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1403,4000,1261,1261,5261,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1404,4000,1343,1343,5343,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1405,9500,1576,1576,11076,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1406,9000,1476,0,9000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1407,9500,1524,1524,11024,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1408,7000,1487,1487,8487,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1409,9500,1503,1503,11003,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1410,5000,1261,1261,6261,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1411,9900,1515,1515,11415,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1412,8900,1463,0,8900,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1413,7000,1376,1376,8376,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1414,5000,1401,1401,6401,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1415,5000,1313,1313,6313,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1416,5000,1388,1388,6388,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1417,8500,1547,1547,10047,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1418,8500,1528,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1419,6000,1469,1469,7469,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1420,8000,1416,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1421,5000,1254,1254,6254,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1422,9000,1450,0,9000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1423,8000,1455,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1424,4000,1300,1300,5300,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1425,6000,1346,1346,7346,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1426,7000,1376,1376,8376,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1427,7000,1466,1466,8466,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1428,5000,1300,1300,6300,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1429,8000,1517,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1430,8500,1506,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1431,8000,1572,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1432,8900,1459,1459,10359,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1433,4000,1217,1217,5217,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1434,9900,1671,1671,11571,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1435,6000,1386,1386,7386,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1436,8000,1439,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1437,9900,1609,0,9900,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1438,8500,1614,1614,10114,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1439,9900,1635,1635,11535,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1440,8000,1549,1549,9549,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1441,7000,1488,1488,8488,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1442,8000,1506,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1443,8000,1494,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1444,8000,1510,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1445,8500,1519,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1446,4000,1240,1240,5240,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1447,4000,1208,1208,5208,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1448,8000,1507,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1449,7000,1474,1474,8474,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1450,8500,1530,1530,10030,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1451,5000,1334,1334,6334,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1452,9900,1571,0,9900,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1453,9000,1616,0,9000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1454,5000,1265,1265,6265,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1455,4000,1257,1257,5257,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1456,4000,1245,1245,5245,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1457,9900,1629,1629,11529,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1458,8500,1523,1523,10023,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1459,8900,1452,1452,10352,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1460,8500,1616,1616,10116,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1461,8900,1643,0,8900,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1462,6000,1384,1384,7384,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1463,9500,1494,1494,10994,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1464,8900,1551,1551,10451,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1465,8000,1562,1562,9562,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1466,8000,1455,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1467,8500,1571,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1468,5000,1440,1440,6440,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1469,5000,1409,1409,6409,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1470,4000,1348,1348,5348,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1471,8500,1516,1516,10016,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1472,8000,1514,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1473,5000,1253,1253,6253,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1474,5000,1273,1273,6273,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1475,7000,1546,1546,8546,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1476,8500,1524,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1477,9900,1549,1549,11449,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1478,8900,1536,0,8900,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1479,9900,1629,1629,11529,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1480,8500,1455,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1481,9500,1576,1576,11076,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1482,8900,1459,1459,10359,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1483,8000,1545,1545,9545,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1484,4000,1301,1301,5301,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1485,8900,1561,1561,10461,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1486,6000,1385,1385,7385,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1487,8500,1542,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1488,9900,1640,1640,11540,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1489,9900,1612,1612,11512,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1490,4000,1208,1208,5208,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1491,8900,1534,0,8900,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1492,8500,1547,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1493,5000,1316,1316,6316,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1494,4000,1371,1371,5371,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1495,9900,1605,1605,11505,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1496,9900,1603,1603,11503,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1497,9900,1524,1524,11424,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1498,8000,1492,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1499,5000,1404,1404,6404,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1500,4000,1349,1349,5349,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1501,8000,1531,1531,9531,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1502,4000,1244,1244,5244,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1503,5000,1428,1428,6428,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1504,5000,1270,1270,6270,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1505,4000,1235,1235,5235,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1506,5000,1255,1255,6255,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1507,5000,1344,1344,6344,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1508,8900,1608,0,8900,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1509,5000,1291,1291,6291,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1510,8900,1524,0,8900,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1511,4000,1315,1315,5315,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1512,8900,1552,0,8900,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1513,9500,1628,1628,11128,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1514,5000,1370,1370,6370,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1515,6000,1463,1463,7463,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1516,8000,1470,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1517,9900,1554,1554,11454,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1518,8900,1643,0,8900,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1519,8500,1487,1487,9987,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1520,8000,1488,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1521,8000,1433,1433,9433,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1522,8000,1485,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1523,8900,1535,0,8900,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1524,8900,1512,0,8900,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1525,5000,1320,1320,6320,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1526,4000,1258,1258,5258,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1527,8500,1524,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1528,8000,1542,1542,9542,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1529,4000,1225,1225,5225,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1530,8900,1595,0,8900,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1531,8500,1526,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1532,8000,1574,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1533,8000,1507,1507,9507,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1534,8500,1469,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1535,8000,1564,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1536,9000,1523,1523,10523,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1537,8500,1599,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1538,8000,1563,1563,9563,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1539,8000,1569,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1540,4000,1302,1302,5302,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1541,6000,1376,1376,7376,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1542,8900,1504,1504,10404,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1543,4000,1240,1240,5240,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1544,5000,1417,1417,6417,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1545,8500,1438,1438,9938,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1546,8000,1432,1432,9432,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1547,5000,1298,1298,6298,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1548,5000,1286,1286,6286,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1549,4000,1348,1348,5348,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1550,7000,1437,1437,8437,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1551,8000,1401,1401,9401,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1552,4000,1202,1202,5202,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1553,6000,1382,1382,7382,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1554,8500,1471,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1555,8500,1559,1559,10059,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1556,9500,1613,1613,11113,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1557,4000,1234,1234,5234,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1558,8000,1573,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1559,8000,1406,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1560,9900,1548,1548,11448,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1561,8500,1558,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1562,7000,1516,1516,8516,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1563,8500,1430,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1564,8000,1574,1574,9574,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1565,7000,1490,1490,8490,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1566,8500,1610,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1567,8000,1524,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1568,8500,1583,1583,10083,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1569,9500,1584,1584,11084,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1570,7000,1482,1482,8482,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1571,8000,1456,1456,9456,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1572,8000,1555,1555,9555,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1573,5000,1370,1370,6370,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1574,8000,1557,1557,9557,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1575,4000,1233,1233,5233,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1576,9900,1555,0,9900,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1577,8000,1549,1549,9549,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1578,9900,1536,1536,11436,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1579,4000,1227,1227,5227,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1580,8000,1519,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1581,5000,1257,1257,6257,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1582,9900,1564,1564,11464,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1583,8000,1486,1486,9486,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1584,9900,1527,1527,11427,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1585,7000,1443,1443,8443,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1586,9500,1547,1547,11047,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1587,8900,1450,1450,10350,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1588,5000,1405,1405,6405,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1589,4000,1305,1305,5305,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1590,9900,1503,1503,11403,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1591,8000,1431,1431,9431,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1592,9500,1586,0,9500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1593,9000,1537,1537,10537,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1594,9000,1615,1615,10615,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1595,8000,1558,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1596,8000,1492,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1597,8000,1562,1562,9562,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1598,9900,1647,1647,11547,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1599,8900,1550,1550,10450,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1600,9500,1642,0,9500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1601,8500,1553,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1602,8000,1479,1479,9479,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1603,8500,1520,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1604,6000,1432,1432,7432,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1605,5000,1430,1430,6430,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1606,6000,1321,1321,7321,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1607,5000,1344,1344,6344,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1608,8000,1513,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1609,8000,1585,1585,9585,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1610,8500,1564,1564,10064,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1611,9000,1520,0,9000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1612,9900,1594,1594,11494,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1613,8900,1491,1491,10391,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1614,7000,1463,1463,8463,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1615,8500,1431,1431,9931,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1616,8500,1619,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1617,8900,1523,1523,10423,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1618,8900,1460,0,8900,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1619,5000,1269,1269,6269,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1620,9000,1510,1510,10510,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1621,8000,1407,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1622,9900,1509,1509,11409,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1623,8000,1415,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1624,5000,1426,1426,6426,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1625,9500,1600,0,9500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1626,9500,1641,0,9500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1627,9500,1648,1648,11148,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1628,8900,1576,1576,10476,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1629,9500,1500,1500,11000,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1630,8000,1406,1406,9406,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1631,9900,1502,1502,11402,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1632,8000,1502,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1633,8000,1567,1567,9567,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1634,8000,1574,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1635,9500,1481,1481,10981,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1636,9000,1639,1639,10639,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1637,8000,1550,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1638,5000,1338,1338,6338,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1639,8900,1624,1624,10524,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1640,8900,1511,1511,10411,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1641,8900,1629,1629,10529,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1642,8000,1595,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1643,4000,1225,1225,5225,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1644,8500,1435,1435,9935,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1645,9500,1602,1602,11102,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1646,8500,1605,1605,10105,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1647,8000,1416,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1648,8000,1519,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1649,8000,1432,0,8000,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1650,8500,1535,0,8500,2,"2016-08-30 21:25:53","2016-08-30 21:25:53"
1651,6000,1420,1420,7420,1,"2016-08-30 21:25:53","2016-08-30 21:25:53"
